,textblob_polarity,textblob_polarity,textblob_subjectivity,textblob_subjectivity,nltk_si_compound,nltk_si_compound,nltk_si_pos,nltk_si_neg,nltk_si_neu,Complaint
2023-05-25,-0.05,0.184,0.4094,0.256,-0.2587,0.8292,0.0492,0.1288,0.822,10
2023-05-26,0.0947,0.1693,0.3782,0.2088,-0.2484,0.6746,0.0461,0.0785,0.8755,11
2023-05-27,-0.0443,0.0856,0.3313,0.1168,-0.6237,0.4012,0.039,0.0992,0.8616,8
2023-05-28,-0.1797,0.2826,0.6823,0.1919,0.1269,0.6714,0.0743,0.1733,0.7527,3
2023-05-29,0.0224,0.0546,0.3261,0.2579,-0.6799,0.2362,0.0415,0.091,0.8672,4
2023-05-30,0.0454,0.1693,0.3073,0.1645,-0.5194,0.4592,0.0497,0.0835,0.8667,10
2023-05-31,0.0675,0.1535,0.4277,0.2084,-0.484,0.649,0.0353,0.0966,0.8682,12
2023-06-01,0.0152,0.0972,0.3137,0.1466,-0.367,0.6954,0.0594,0.0938,0.8467,24
2023-06-02,-0.003,0.0937,0.3157,0.1798,-0.5202,0.3488,0.0282,0.0652,0.9068,12
2023-06-03,-0.0026,0.1365,0.3925,0.1228,-0.0421,0.8602,0.0734,0.0857,0.841,8
2023-06-04,-0.0845,0.1099,0.2876,0.2266,-0.2055,0.387,0.0305,0.1119,0.8576,25
2023-06-05,0.0208,0.1403,0.292,0.1916,-0.3541,0.4402,0.0398,0.1268,0.8335,28
2023-06-06,-0.0428,0.2251,0.3534,0.2536,-0.3514,0.5386,0.0421,0.1082,0.8497,28
2023-06-07,0.0068,0.086,0.3742,0.2053,0.1934,0.6308,0.0644,0.0664,0.8691,10
2023-06-08,0.0002,0.1407,0.3158,0.1622,-0.1424,0.5315,0.032,0.0817,0.8861,10
2023-06-09,-0.003,0.1557,0.3941,0.1207,-0.5083,0.472,0.0401,0.0813,0.8785,15
2023-06-10,-0.1931,0.1688,0.2694,0.2892,-0.4456,0.5045,0.0323,0.1393,0.8283,3
2023-06-11,0.0442,0.1127,0.3917,0.2057,0.1688,0.8983,0.0798,0.0896,0.8306,5
2023-06-12,0.0359,0.115,0.3344,0.1597,-0.6556,0.3916,0.0337,0.1105,0.8559,11
2023-06-13,0.0428,0.1945,0.3677,0.1438,-0.5864,0.45,0.0247,0.1103,0.865,10
2023-06-14,0.0402,0.2144,0.4095,0.226,-0.3245,0.618,0.0996,0.0982,0.802,12
2023-06-15,0.0084,0.1243,0.361,0.1791,-0.2184,0.638,0.0541,0.0875,0.8584,15
2023-06-16,-0.0271,0.0982,0.3948,0.1719,-0.2621,0.7512,0.0792,0.0838,0.837,11
2023-06-17,0.0806,0.1244,0.4289,0.239,-0.3532,0.5876,0.0434,0.0621,0.8944,7
2023-06-18,0.053,0.1895,0.2909,0.1962,-0.4425,0.773,0.029,0.0903,0.8807,3
2023-06-19,-0.0215,0.063,0.3084,0.1455,-0.5994,0.2628,0.0346,0.0969,0.8683,11
2023-06-20,0.0396,0.1944,0.4394,0.1949,-0.2103,0.6684,0.0482,0.0688,0.8831,17
2023-06-21,0.0051,0.0913,0.2999,0.1124,-0.1058,0.8572,0.072,0.0669,0.8612,9
2023-06-22,0.0391,0.1542,0.2945,0.1855,-0.1195,0.4734,0.0401,0.1055,0.8544,11
2023-06-23,-0.0045,0.1198,0.4278,0.1475,-0.4134,0.5397,0.0392,0.0806,0.8803,12
2023-06-24,-0.0431,0.0705,0.3042,0.2014,-0.7172,0.2581,0.0372,0.1234,0.8395,10
2023-06-25,0.0263,0.0602,0.23,0.1744,-0.1365,0.3588,0.045,0.057,0.898,7
2023-06-26,-0.0127,0.1532,0.345,0.2143,-0.5168,0.5164,0.0351,0.1009,0.8641,14
2023-06-27,-0.0421,0.0841,0.333,0.073,-0.4794,0.5996,0.0613,0.0956,0.8431,9
2023-06-28,-0.0273,0.1614,0.4026,0.1616,-0.2364,0.7645,0.0502,0.0832,0.8667,18
2023-06-29,-0.0226,0.091,0.3212,0.1904,-0.5668,0.4483,0.0445,0.1051,0.8504,13
2023-06-30,0.0433,0.0997,0.3718,0.1902,-0.5898,0.5375,0.0435,0.1222,0.8344,13
2023-07-01,-0.072,0.0539,0.4715,0.1702,-0.2759,0.6794,0.039,0.0748,0.886,6
2023-07-02,-0.013,0.0778,0.2671,0.1329,-0.4808,0.4935,0.0403,0.106,0.8537,3
2023-07-03,0.0018,0.2946,0.4441,0.105,-0.4454,0.5953,0.0273,0.131,0.8418,6
2023-07-04,0.0305,0.1542,0.3375,0.1439,-0.5459,0.5002,0.0408,0.1221,0.8371,8
2023-07-05,-0.0165,0.0791,0.3876,0.1146,-0.2879,0.7033,0.0659,0.0983,0.8358,15
2023-07-06,-0.0188,0.0929,0.3377,0.2061,-0.5485,0.6003,0.0267,0.0712,0.902,6
2023-07-07,-0.026,0.089,0.3603,0.1032,-0.6106,0.4835,0.0332,0.1028,0.864,8
2023-07-08,-0.0401,0.1083,0.2469,0.2567,-0.3345,0.5806,0.031,0.1349,0.8342,8
2023-07-09,0.0467,0.0928,0.3395,0.1173,-0.1837,0.7634,0.0499,0.075,0.8751,7
2023-07-10,0.0205,0.1511,0.3382,0.1648,-0.3906,0.5686,0.0558,0.0977,0.8466,16
2023-07-11,-0.0002,0.1443,0.3883,0.1631,-0.3796,0.6734,0.0589,0.0901,0.8511,15
2023-07-12,0.0022,0.0855,0.3574,0.1169,-0.3766,0.7633,0.0572,0.0983,0.8445,13
2023-07-13,-0.0282,0.0939,0.3521,0.131,-0.0084,0.7564,0.0673,0.1162,0.8164,13
2023-07-14,-0.0164,0.0983,0.3701,0.1203,-0.3889,0.7013,0.0641,0.0877,0.8483,15
2023-07-15,0.1612,0.174,0.3865,0.144,-0.2342,0.9411,0.072,0.046,0.8817,3
2023-07-16,-0.1013,0.1723,0.3469,0.2757,-0.4171,0.3087,0.0046,0.1568,0.8388,5
2023-07-17,0.0064,0.1196,0.3277,0.175,-0.2196,0.7073,0.0664,0.0694,0.8642,19
2023-07-18,0.0387,0.0878,0.3324,0.1862,-0.2992,0.6622,0.046,0.0805,0.8734,14
2023-07-19,-0.0234,0.1336,0.3912,0.176,-0.4826,0.4877,0.0349,0.0912,0.8739,17
2023-07-20,-0.0344,0.1584,0.3352,0.1685,-0.3591,0.4978,0.0438,0.1015,0.8547,13
2023-07-21,-0.013,0.0852,0.2667,0.1413,-0.6091,0.3104,0.0354,0.1139,0.8507,9
2023-07-22,0.0283,0.0508,0.3464,0.1897,-0.5005,0.4565,0.0241,0.0929,0.8829,7
2023-07-23,0.0068,0.1393,0.2616,0.173,-0.3843,0.7668,0.0592,0.0972,0.8437,6
2023-07-24,-0.0271,0.0875,0.2874,0.2294,-0.2359,0.6562,0.0639,0.1159,0.8203,11
2023-07-25,0.0056,0.1025,0.3721,0.1876,-0.384,0.6773,0.0691,0.0942,0.8365,8
2023-07-26,0.0032,0.1191,0.3736,0.1457,-0.3332,0.7087,0.062,0.0953,0.8428,21
2023-07-27,0.0437,0.1203,0.3162,0.1688,0.012,0.6812,0.0735,0.0646,0.8618,20
2023-07-28,-0.0007,0.0363,0.3818,0.1261,-0.735,0.384,0.0542,0.101,0.8449,8
2023-07-29,0.0077,0.0212,0.2524,0.1987,0.0161,0.9481,0.0575,0.1065,0.8358,4
2023-07-30,-0.1218,0.0315,0.306,0.1037,-0.3346,0.8415,0.0365,0.1272,0.8362,4
2023-07-31,0.0855,0.206,0.3499,0.3086,-0.3879,0.6044,0.0701,0.124,0.8057,7
2023-08-01,0.0933,0.1566,0.3857,0.106,-0.388,0.5901,0.0518,0.0767,0.8715,13
2023-08-02,0.0171,0.1434,0.2975,0.2103,-0.085,0.7535,0.0528,0.0884,0.8589,9
2023-08-03,0.0191,0.1035,0.2931,0.1574,-0.333,0.6867,0.0368,0.0876,0.8755,11
2023-08-04,-0.0104,0.1632,0.4094,0.2216,-0.405,0.6225,0.0572,0.0797,0.8631,16
2023-08-05,0.0199,0.1802,0.3858,0.2566,-0.0411,0.7282,0.0555,0.0819,0.8625,10
2023-08-06,-0.033,0.0844,0.3681,0.0575,-0.7086,0.3395,0.0395,0.0837,0.8768,4
2023-08-07,0.0232,0.1674,0.426,0.1044,-0.7112,0.4035,0.0608,0.1363,0.8029,12
2023-08-08,0.0303,0.0825,0.3381,0.1302,0.0234,0.6392,0.0502,0.0607,0.889,12
2023-08-09,0.0236,0.1069,0.3785,0.1547,-0.5649,0.5236,0.0791,0.1038,0.817,10
2023-08-10,0.0532,0.1473,0.3698,0.1586,-0.3636,0.5354,0.0569,0.095,0.8482,16
2023-08-11,0.0494,0.0915,0.4415,0.1054,-0.1179,0.6981,0.0536,0.0831,0.863,8
2023-08-12,0.012,0.0641,0.3609,0.1127,-0.3912,0.772,0.0606,0.083,0.8567,9
2023-08-13,-0.007,0.0904,0.4637,0.1989,-0.5316,0.6268,0.0435,0.118,0.8385,10
2023-08-14,-0.0447,0.1393,0.3797,0.1003,-0.3957,0.5951,0.0623,0.1003,0.8372,11
2023-08-15,-0.0045,0.0796,0.3315,0.1341,-0.382,0.6524,0.0623,0.0862,0.8515,19
2023-08-16,0.0269,0.1622,0.4248,0.1958,-0.4648,0.439,0.0352,0.08,0.8847,20
2023-08-17,-0.01,0.0821,0.3618,0.1548,-0.6439,0.5443,0.0422,0.1002,0.8579,16
2023-08-18,-0.0133,0.0773,0.3244,0.1782,-0.4267,0.6668,0.0584,0.0994,0.842,14
2023-08-19,-0.0213,0.1152,0.3614,0.1422,-0.6233,0.459,0.0617,0.1383,0.8,6
2023-08-20,0.0553,0.1391,0.2052,0.2071,-0.101,0.5832,0.037,0.0493,0.9135,6
2023-08-21,0.0352,0.1341,0.3233,0.1953,-0.2859,0.6104,0.0544,0.0861,0.8597,12
2023-08-22,0.0335,0.0895,0.3274,0.2651,-0.1068,0.5724,0.0587,0.0712,0.8701,12
2023-08-23,0.0178,0.0954,0.3531,0.2274,-0.2753,0.6477,0.0578,0.1123,0.8298,17
2023-08-24,0.0251,0.1424,0.362,0.1607,-0.3326,0.6966,0.0713,0.0774,0.8512,19
2023-08-25,-0.0088,0.0881,0.3572,0.1505,-0.3054,0.8091,0.0478,0.1556,0.7966,8
2023-08-26,-0.0052,0.1432,0.4361,0.2376,-0.5291,0.561,0.0775,0.1175,0.8051,11
2023-08-27,-0.0352,0.1823,0.5216,0.1333,-0.373,0.7,0.0786,0.102,0.8194,5
2023-08-28,-0.0266,0.091,0.3779,0.1238,-0.593,0.6096,0.0525,0.1055,0.8422,12
2023-08-29,-0.0124,0.0904,0.3226,0.1536,-0.3652,0.7503,0.0593,0.1269,0.8139,18
2023-08-30,0.0372,0.1494,0.2895,0.1803,-0.4519,0.5173,0.0448,0.1056,0.8496,20
2023-08-31,-0.0305,0.1467,0.3074,0.2113,-0.1164,0.6247,0.0419,0.0721,0.8861,18
2023-09-01,-0.042,0.074,0.4213,0.0832,-0.7384,0.4885,0.0429,0.0967,0.8604,14
2023-09-02,-0.059,0.1344,0.3328,0.1704,-0.3626,0.7149,0.0618,0.0809,0.8572,10
2023-09-03,-0.035,0.0776,0.3543,0.1445,-0.5003,0.6228,0.0727,0.1113,0.8162,6
2023-09-04,0.0475,0.1123,0.3616,0.2581,-0.3095,0.7888,0.058,0.1276,0.8146,5
2023-09-05,0.0478,0.1123,0.4012,0.0865,-0.4735,0.6755,0.0773,0.0925,0.8304,11
2023-09-06,-0.017,0.0961,0.3231,0.2421,-0.149,0.6468,0.0626,0.0907,0.8466,12
2023-09-07,0.0264,0.1307,0.3352,0.1644,-0.0778,0.7293,0.0685,0.0771,0.8548,15
2023-09-08,0.0047,0.0546,0.3542,0.0825,-0.3104,0.7032,0.0475,0.087,0.8653,11
2023-09-09,-0.0497,0.1506,0.3415,0.2315,-0.5718,0.4435,0.0479,0.1141,0.838,8
2023-09-10,-0.0191,0.1156,0.4137,0.1205,-0.1016,0.6378,0.0862,0.0815,0.8323,6
2023-09-11,0.0104,0.0505,0.3403,0.0682,-0.7439,0.2876,0.0524,0.0941,0.8536,7
2023-09-12,0.0035,0.0843,0.3873,0.1132,-0.3965,0.5421,0.0458,0.089,0.8653,18
2023-09-13,-0.0305,0.1227,0.3531,0.1044,-0.473,0.599,0.0388,0.0988,0.8624,12
2023-09-14,0.1263,0.2168,0.3489,0.1547,-0.5161,0.4598,0.041,0.1108,0.8486,5
2023-09-15,0.0073,0.088,0.3269,0.13,-0.1877,0.8683,0.0538,0.0872,0.859,10
2023-09-16,0.0408,0.1285,0.4201,0.1092,-0.5561,0.5205,0.0327,0.0833,0.884,6
2023-09-17,-0.0006,0.0879,0.2724,0.2316,-0.4619,0.4424,0.0499,0.0909,0.859,7
2023-09-18,0.0194,0.0701,0.2963,0.1556,-0.288,0.6884,0.0322,0.0833,0.8845,12
2023-09-19,-0.0131,0.0517,0.3254,0.1183,-0.4684,0.3866,0.0346,0.0776,0.8879,8
2023-09-20,0.0137,0.0823,0.3427,0.1653,-0.0766,0.7455,0.0558,0.0606,0.8838,16
2023-09-21,0.072,0.1265,0.3093,0.1622,-0.5819,0.5432,0.0524,0.1141,0.8335,13
2023-09-22,0.0271,0.1124,0.3256,0.1411,-0.507,0.5518,0.0494,0.0876,0.8629,9
2023-09-23,0.0115,0.0316,0.4382,0.1118,-0.4579,0.6025,0.05,0.09,0.86,3
2023-09-24,-0.0516,0.2225,0.4587,0.1525,-0.7895,0.4078,0.0472,0.1645,0.7885,4
2023-09-25,0.0321,0.0939,0.3983,0.0687,-0.4959,0.6834,0.0408,0.0802,0.8792,12
2023-09-26,0.0399,0.0606,0.3145,0.1418,-0.5081,0.6525,0.0412,0.1172,0.8414,10
2023-09-27,-0.0187,0.1335,0.3584,0.1457,-0.3872,0.61,0.0697,0.0826,0.8477,15
2023-09-28,-0.2265,0.3966,0.3262,0.0974,-0.2478,0.626,0.0518,0.069,0.8792,6
2023-09-29,0.079,0.1585,0.4603,0.229,-0.5473,0.4105,0.0364,0.0946,0.8692,5
2023-09-30,0.0032,0.0885,0.3682,0.136,-0.9373,0.0559,0.0635,0.1157,0.8207,6
2023-10-01,0.0279,0.1034,0.382,0.1108,-0.7886,0.3389,0.0553,0.1513,0.7932,6
2023-10-02,-0.0033,0.0737,0.3617,0.0571,-0.6703,0.2843,0.0329,0.0727,0.8946,7
2023-10-03,0.0529,0.239,0.345,0.2656,0.1076,0.6942,0.0748,0.0722,0.8532,13
2023-10-04,-0.0236,0.1225,0.3187,0.1276,-0.4589,0.6899,0.0447,0.1151,0.8401,15
2023-10-05,-0.0188,0.0888,0.3513,0.2011,-0.4335,0.6174,0.0508,0.0921,0.8572,12
2023-10-06,0.0085,0.0964,0.3068,0.1432,-0.3779,0.6939,0.0461,0.1086,0.8454,15
2023-10-07,-0.0061,0.1198,0.3204,0.1604,-0.3454,0.6275,0.0396,0.0986,0.8619,9
2023-10-08,0.0033,0.0362,0.3367,0.1484,-0.1798,0.7698,0.048,0.0366,0.9152,5
2023-10-09,-0.0387,0.1224,0.2993,0.2444,-0.2686,0.5585,0.0614,0.0997,0.8386,11
2023-10-10,0.0264,0.1043,0.347,0.1665,-0.2052,0.7755,0.0588,0.1035,0.8376,15
2023-10-11,0.0551,0.1398,0.3527,0.1987,-0.434,0.5179,0.0471,0.0849,0.8679,15
2023-10-12,0.0065,0.1602,0.3388,0.107,-0.3745,0.5413,0.038,0.0779,0.884,11
2023-10-13,0.0197,0.1546,0.3978,0.1285,0.0047,0.7725,0.0857,0.0805,0.8337,11
2023-10-14,0.0379,0.0887,0.4081,0.1481,-0.4731,0.5918,0.0549,0.1055,0.8395,10
2023-10-15,-0.1209,0.1876,0.3385,0.2006,-0.5994,0.4337,0.0365,0.165,0.7985,8
2023-10-16,-0.0062,0.1032,0.2682,0.1877,-0.4856,0.7103,0.0436,0.0748,0.8814,5
2023-10-17,-0.0237,0.1974,0.3749,0.0697,-0.3329,0.8572,0.0678,0.0995,0.8329,8
2023-10-18,0.0545,0.0773,0.3163,0.1871,-0.0486,0.8982,0.0552,0.1178,0.827,5
2023-10-19,-0.1038,0.2495,0.3904,0.2663,-0.5004,0.5701,0.0482,0.0891,0.8626,9
2023-10-20,0.0149,0.0801,0.2426,0.1152,-0.0739,0.5773,0.0396,0.054,0.9063,10
2023-10-21,0.0351,0.0906,0.3764,0.1344,-0.1169,0.8521,0.0676,0.0645,0.8677,11
2023-10-22,0.0,,0.5,,0.6489,,0.061,0.011,0.928,1
2023-10-23,-0.0121,0.0793,0.3058,0.1412,-0.6018,0.4905,0.0378,0.0965,0.8659,10
2023-10-24,0.008,0.1153,0.3613,0.1356,-0.3498,0.6862,0.0539,0.0896,0.8566,16
2023-10-25,0.0215,0.0869,0.3285,0.1389,-0.6242,0.4129,0.0414,0.0891,0.8696,14
2023-10-26,-0.01,0.0743,0.2834,0.199,-0.5226,0.6224,0.0414,0.1341,0.8245,11
2023-10-27,-0.0198,0.1052,0.3959,0.1191,-0.6504,0.5799,0.0436,0.1136,0.8428,20
2023-10-28,-0.0113,0.0805,0.4961,0.3002,-0.0963,0.9395,0.0936,0.1228,0.7836,5
2023-10-29,0.0182,,0.2167,,-0.6829,,0.075,0.097,0.828,1
2023-10-30,0.0235,0.1393,0.3508,0.1026,-0.3019,0.7267,0.0458,0.1192,0.835,12
2023-10-31,-0.0409,0.1468,0.3346,0.1997,-0.3068,0.7165,0.0471,0.0885,0.8645,10
2023-11-01,-0.0421,0.1276,0.342,0.136,-0.4647,0.3425,0.034,0.0714,0.8943,7
2023-11-02,-0.0412,0.1471,0.3381,0.12,-0.7945,0.2095,0.0606,0.128,0.8115,8
2023-11-03,-0.014,0.1071,0.3005,0.1794,-0.4457,0.5685,0.0398,0.0845,0.8758,13
2023-11-04,-0.1239,0.1869,0.3363,0.1773,-0.5507,0.768,0.0385,0.1772,0.7845,6
2023-11-05,-0.0671,0.2904,0.3477,0.1935,-0.2863,0.9036,0.0914,0.1728,0.7358,5
2023-11-06,0.0495,0.1053,0.3586,0.1818,-0.1191,0.6871,0.0613,0.0578,0.881,10
2023-11-07,-0.0139,0.094,0.3638,0.0701,-0.4293,0.5065,0.0389,0.0747,0.8864,13
2023-11-08,0.0128,0.0723,0.3069,0.1172,-0.2613,0.6543,0.0495,0.0794,0.8711,15
2023-11-09,0.0358,0.0861,0.3198,0.134,-0.2932,0.7017,0.0459,0.0876,0.8665,11
2023-11-10,-0.0362,0.1447,0.402,0.2648,-0.1777,0.6582,0.0609,0.1241,0.8151,14
2023-11-11,0.0523,0.1026,0.395,0.1285,-0.2143,0.7144,0.0652,0.0807,0.8542,12
2023-11-12,-0.0205,0.1082,0.3185,0.2254,-0.231,0.7922,0.0434,0.1032,0.8536,5
2023-11-13,-0.0141,0.0979,0.3379,0.1911,-0.3778,0.6661,0.0306,0.1025,0.8669,10
2023-11-14,0.0062,0.0511,0.3053,0.1905,-0.342,0.5813,0.0401,0.0669,0.8931,16
2023-11-15,0.0386,0.0975,0.3494,0.2263,-0.4502,0.4884,0.031,0.0604,0.9085,10
2023-11-16,-0.017,0.1183,0.3723,0.1901,-0.4252,0.7513,0.0516,0.1132,0.8351,17
2023-11-17,0.017,0.0763,0.3552,0.1377,-0.2989,0.7071,0.0685,0.0878,0.8438,17
2023-11-18,-0.0618,0.1043,0.4603,0.2462,-0.5418,0.6194,0.0334,0.1242,0.8426,5
2023-11-19,0.0662,0.07,0.397,0.0414,-0.1678,0.8817,0.0815,0.0875,0.831,2
2023-11-20,0.0116,0.1917,0.3903,0.1521,-0.1298,0.7556,0.0816,0.0755,0.8429,14
2023-11-21,-0.0103,0.0935,0.3522,0.1403,-0.5943,0.7384,0.0547,0.1128,0.8327,12
2023-11-22,0.0251,0.0392,0.2878,0.1733,-0.2919,0.6492,0.0548,0.0951,0.85,14
2023-11-23,0.1576,,0.3697,,-0.0964,,0.054,0.045,0.901,1
2023-11-24,-0.0258,0.0668,0.4785,0.1608,-0.5493,0.6709,0.0385,0.0917,0.8697,11
2023-11-25,0.0222,0.0731,0.3398,0.253,-0.4226,0.7834,0.0452,0.0966,0.8582,5
2023-11-26,0.1649,0.3537,0.3629,0.1178,-0.2108,0.831,0.0664,0.0708,0.8628,8
2023-11-27,0.0155,0.0752,0.4317,0.1144,-0.2344,0.6741,0.0629,0.0959,0.8412,16
2023-11-28,-0.0346,0.1395,0.3642,0.1734,-0.2516,0.7054,0.0482,0.0965,0.8554,19
2023-11-29,0.0211,0.1053,0.3257,0.1213,-0.542,0.6078,0.0515,0.0997,0.8489,15
2023-11-30,-0.0104,0.0856,0.3956,0.2362,-0.3251,0.7466,0.0568,0.0946,0.8487,14
2023-12-01,0.0451,0.1618,0.3391,0.1666,-0.3962,0.6585,0.0758,0.0916,0.8325,18
2023-12-02,0.0139,0.0982,0.383,0.1483,-0.505,0.6369,0.0733,0.1256,0.8012,9
2023-12-03,-0.0009,0.0998,0.3693,0.0901,-0.1378,0.9819,0.0853,0.0877,0.8267,3
2023-12-04,0.0247,0.0779,0.3691,0.1762,-0.294,0.7702,0.0419,0.0811,0.877,10
2023-12-05,0.077,0.175,0.3963,0.179,0.0676,0.8281,0.085,0.0686,0.8463,12
2023-12-06,0.049,0.1133,0.3249,0.1048,-0.5628,0.5008,0.0625,0.094,0.8433,18
2023-12-07,0.0397,0.0442,0.3402,0.128,-0.0816,0.7786,0.0689,0.0794,0.8517,11
2023-12-08,0.0092,0.1277,0.4035,0.1688,-0.2447,0.7582,0.0719,0.0911,0.8369,14
2023-12-09,0.0508,0.0511,0.2788,0.1659,0.1899,0.6542,0.0477,0.0247,0.928,6
2023-12-10,-0.0769,0.1237,0.3751,0.2311,-0.6561,0.3811,0.0287,0.1027,0.8687,6
2023-12-11,0.0337,0.1061,0.3306,0.2003,-0.2556,0.6855,0.0503,0.0661,0.8835,15
2023-12-12,-0.0715,0.1569,0.3545,0.1188,-0.5162,0.4717,0.0373,0.1063,0.8565,10
2023-12-13,-0.0114,0.1101,0.3122,0.1932,-0.4905,0.7476,0.0559,0.1234,0.8206,14
2023-12-14,-0.0258,0.1329,0.3242,0.2197,-0.4626,0.5403,0.0462,0.0842,0.8696,13
2023-12-15,0.0193,0.0894,0.4071,0.0746,-0.3159,0.8187,0.0646,0.0874,0.8479,7
2023-12-16,-0.0876,0.1552,0.3874,0.1346,-0.137,0.7475,0.055,0.0913,0.8537,6
2023-12-17,0.0759,0.1152,0.2388,0.2716,-0.1939,0.7017,0.0604,0.054,0.8851,7
2023-12-18,0.0534,0.0551,0.3788,0.1382,-0.2241,0.8058,0.045,0.109,0.8465,4
2023-12-19,-0.0291,0.1133,0.3371,0.1434,-0.125,0.6906,0.0456,0.0524,0.9021,14
2023-12-20,0.0018,0.0771,0.2558,0.1561,-0.3653,0.5472,0.0443,0.0861,0.8697,15
2023-12-21,0.0856,0.1946,0.3902,0.1161,-0.6153,0.5303,0.0595,0.1345,0.8061,8
2023-12-22,0.0231,0.0404,0.256,0.2124,-0.2401,0.6712,0.0591,0.0916,0.8494,14
2023-12-23,-0.0174,0.0876,0.3506,0.139,-0.5555,0.5653,0.0543,0.1144,0.8312,10
2023-12-24,-0.1125,,0.2375,,-0.2023,,0.0,0.101,0.899,1
2023-12-25,-0.0375,0.0479,0.2762,0.3355,-0.0386,0.2001,0.0285,0.0565,0.915,4
2023-12-26,-0.076,0.1105,0.3107,0.2182,-0.0399,0.6326,0.0971,0.0469,0.8557,7
2023-12-27,-0.0278,0.1297,0.4216,0.0946,-0.3674,0.7304,0.0592,0.1035,0.8375,10
2023-12-28,0.0175,0.2027,0.3226,0.186,-0.3191,0.5704,0.0342,0.0978,0.8681,13
2023-12-29,0.0014,0.3044,0.3924,0.218,-0.6536,0.5447,0.0387,0.1186,0.8425,14
2023-12-30,0.0138,0.1803,0.363,0.2352,-0.5641,0.6293,0.0257,0.0851,0.8893,9
2023-12-31,-0.0033,0.0681,0.3354,0.0828,-0.5589,0.7563,0.0557,0.0797,0.8647,6
2024-01-01,-0.024,0.0353,0.4476,0.4202,-0.1984,0.5309,0.0562,0.064,0.8798,4
2024-01-02,-0.0169,0.0819,0.3104,0.1559,-0.6025,0.5972,0.0606,0.1709,0.7685,10
2024-01-03,-0.022,0.1537,0.3815,0.2061,-0.2931,0.7371,0.0565,0.0884,0.855,15
2024-01-04,-0.012,0.1011,0.3592,0.1473,-0.3275,0.7299,0.0509,0.0891,0.8599,15
2024-01-05,-0.0268,0.1994,0.4339,0.1004,-0.6114,0.5344,0.0407,0.1042,0.8551,14
2024-01-06,-0.0434,0.1636,0.346,0.2229,-0.6994,0.2656,0.0326,0.1427,0.8246,11
2024-01-07,-0.023,0.1032,0.4784,0.2881,-0.9534,0.0298,0.018,0.096,0.8855,2
2024-01-08,0.0168,0.0818,0.3748,0.165,-0.3081,0.6971,0.0492,0.0933,0.8577,18
2024-01-09,0.1067,0.1564,0.4475,0.1789,-0.4089,0.6706,0.0637,0.0975,0.8388,11
2024-01-10,0.0101,0.1036,0.3291,0.1629,-0.4498,0.5815,0.0508,0.0943,0.855,13
2024-01-11,-0.0083,0.0812,0.3255,0.1228,-0.3453,0.6848,0.0402,0.0814,0.8786,17
2024-01-12,0.0092,0.1206,0.3938,0.165,-0.2058,0.8128,0.0685,0.0995,0.8319,15
2024-01-13,-0.0015,0.0286,0.3717,0.1355,-0.3853,0.7833,0.0915,0.1315,0.7772,4
2024-01-14,0.0638,,0.3202,,-0.9846,,0.048,0.182,0.77,1
2024-01-15,-0.063,0.0218,0.4133,0.1668,-0.574,0.4346,0.0613,0.1337,0.8053,3
2024-01-16,-0.0289,0.0837,0.4117,0.0629,-0.2991,1.0495,0.0333,0.0853,0.8813,3
2024-01-17,0.0471,0.0926,0.3064,0.1599,-0.4986,0.4255,0.0341,0.082,0.8839,9
2024-01-18,0.0656,0.1128,0.3146,0.1288,-0.2891,0.6547,0.0554,0.0748,0.87,17
2024-01-19,0.0582,0.0624,0.3789,0.1195,-0.1437,0.8118,0.0624,0.0866,0.851,16
2024-01-20,0.0202,0.1148,0.3419,0.1556,-0.232,0.5721,0.0512,0.1064,0.8424,5
2024-01-21,0.081,0.0752,0.383,0.0679,-0.489,0.6754,0.0578,0.0659,0.8764,8
2024-01-22,0.0052,0.1088,0.386,0.1964,-0.2283,0.7536,0.0586,0.0852,0.856,10
2024-01-23,0.0119,0.0823,0.3379,0.2308,-0.0167,0.6166,0.0906,0.0528,0.8564,14
2024-01-24,-0.0014,0.1253,0.3112,0.1817,-0.4619,0.6234,0.0774,0.1047,0.8177,10
2024-01-25,0.0673,0.1815,0.3398,0.1561,-0.3719,0.426,0.0311,0.0725,0.8965,8
2024-01-26,-0.0649,0.2075,0.2458,0.1107,-0.399,0.5055,0.0567,0.0831,0.8601,7
2024-01-27,0.0483,0.0957,0.4189,0.1271,-0.1635,0.7547,0.0704,0.0821,0.8475,13
2024-01-28,0.0748,0.1141,0.3989,0.0763,-0.3448,0.2079,0.0295,0.0625,0.9082,4
2024-01-29,-0.0514,0.1461,0.4334,0.1759,-0.3251,0.8297,0.0853,0.0869,0.8281,11
2024-01-30,-0.0311,0.0856,0.3031,0.18,0.1561,0.65,0.0899,0.0565,0.8535,15
2024-01-31,0.0217,0.1019,0.3387,0.1514,0.0055,0.7183,0.0497,0.0616,0.8888,19
2024-02-01,0.0264,0.1193,0.3764,0.0864,-0.2742,0.8519,0.067,0.0958,0.8372,12
2024-02-02,-0.038,0.0973,0.3789,0.0731,-0.3452,0.6795,0.0655,0.0792,0.8554,10
2024-02-03,-0.0261,0.0601,0.2601,0.2231,-0.0473,0.5628,0.0918,0.0458,0.8623,6
2024-02-04,0.0113,0.0195,0.0925,0.1601,0.1998,0.6203,0.0343,0.0637,0.902,3
